filepath,label
data/frames/frame_1764639739_00000.jpg,0
data/frames/frame_1764639739_00001.jpg,0
data/frames/frame_1764639739_00002.jpg,0
data/frames/frame_1764639740_00003.jpg,0
data/frames/frame_1764639740_00004.jpg,0
data/frames/frame_1764639740_00005.jpg,0
data/frames/frame_1764639740_00006.jpg,0
data/frames/frame_1764639740_00007.jpg,0
data/frames/frame_1764639741_00008.jpg,0
data/frames/frame_1764639741_00009.jpg,0
data/frames/frame_1764639741_00010.jpg,0
data/frames/frame_1764639741_00011.jpg,0
data/frames/frame_1764639741_00012.jpg,0
data/frames/frame_1764639742_00013.jpg,0
data/frames/frame_1764639742_00014.jpg,0
data/frames/frame_1764639742_00015.jpg,0
data/frames/frame_1764639742_00016.jpg,0
data/frames/frame_1764639742_00017.jpg,0
data/frames/frame_1764639743_00018.jpg,0
data/frames/frame_1764639743_00019.jpg,0
data/frames/frame_1764639743_00020.jpg,0
data/frames/frame_1764639743_00021.jpg,0
data/frames/frame_1764639743_00022.jpg,0
data/frames/frame_1764639744_00023.jpg,0
data/frames/frame_1764639744_00024.jpg,0
data/frames/frame_1764639744_00025.jpg,0
data/frames/frame_1764639744_00026.jpg,0
data/frames/frame_1764639744_00027.jpg,0
data/frames/frame_1764639745_00028.jpg,0
data/frames/frame_1764639745_00029.jpg,0
data/frames/frame_1764639745_00030.jpg,0
data/frames/frame_1764639745_00031.jpg,0
data/frames/frame_1764639745_00032.jpg,0
data/frames/frame_1764639746_00033.jpg,0
data/frames/frame_1764639746_00034.jpg,0
data/frames/frame_1764639746_00035.jpg,0
data/frames/frame_1764639746_00036.jpg,0
data/frames/frame_1764639746_00037.jpg,0
data/frames/frame_1764639747_00038.jpg,0
data/frames/frame_1764639747_00039.jpg,0
data/frames/frame_1764639747_00040.jpg,0
data/frames/frame_1764639747_00041.jpg,0
data/frames/frame_1764639747_00042.jpg,0
data/frames/frame_1764639748_00043.jpg,0
data/frames/frame_1764639748_00044.jpg,0
data/frames/frame_1764639748_00045.jpg,0
data/frames/frame_1764639748_00046.jpg,0
data/frames/frame_1764639748_00047.jpg,0
data/frames/frame_1764639749_00048.jpg,0
data/frames/frame_1764639749_00049.jpg,0
data/frames/frame_1764639749_00050.jpg,0
data/frames/frame_1764639749_00051.jpg,0
data/frames/frame_1764639749_00052.jpg,0
data/frames/frame_1764639750_00053.jpg,0
data/frames/frame_1764639750_00054.jpg,0
data/frames/frame_1764639750_00055.jpg,0
data/frames/frame_1764639750_00056.jpg,0
data/frames/frame_1764639750_00057.jpg,0
data/frames/frame_1764639751_00058.jpg,0
data/frames/frame_1764639751_00059.jpg,0
data/frames/frame_1764639751_00060.jpg,0
data/frames/frame_1764639751_00061.jpg,0
data/frames/frame_1764639751_00062.jpg,0
data/frames/frame_1764639751_00063.jpg,0
data/frames/frame_1764639752_00064.jpg,0
data/frames/frame_1764639752_00065.jpg,0
data/frames/frame_1764639752_00066.jpg,0
data/frames/frame_1764639752_00067.jpg,0
data/frames/frame_1764639753_00068.jpg,0
data/frames/frame_1764639753_00069.jpg,0
data/frames/frame_1764639753_00070.jpg,0
data/frames/frame_1764639753_00071.jpg,0
data/frames/frame_1764639753_00072.jpg,0
data/frames/frame_1764639753_00073.jpg,0
data/frames/frame_1764639754_00074.jpg,0
data/frames/frame_1764639754_00075.jpg,0
data/frames/frame_1764639754_00076.jpg,0
data/frames/frame_1764639754_00077.jpg,0
data/frames/frame_1764639755_00078.jpg,0
data/frames/frame_1764639755_00079.jpg,0
data/frames/frame_1764639755_00080.jpg,0
data/frames/frame_1764639755_00081.jpg,0
data/frames/frame_1764639755_00082.jpg,0
data/frames/frame_1764639756_00083.jpg,0
data/frames/frame_1764639756_00084.jpg,0
data/frames/frame_1764639756_00085.jpg,0
data/frames/frame_1764639756_00086.jpg,0
data/frames/frame_1764639756_00087.jpg,0
data/frames/frame_1764639757_00088.jpg,0
data/frames/frame_1764639757_00089.jpg,0
data/frames/frame_1764639757_00090.jpg,0
data/frames/frame_1764639757_00091.jpg,0
data/frames/frame_1764639757_00092.jpg,0
data/frames/frame_1764639758_00093.jpg,0
data/frames/frame_1764639758_00094.jpg,0
data/frames/frame_1764639758_00095.jpg,0
data/frames/frame_1764639758_00096.jpg,0
data/frames/frame_1764639758_00097.jpg,0
data/frames/frame_1764639759_00098.jpg,0
data/frames/frame_1764639759_00099.jpg,0
data/frames/frame_1764639759_00100.jpg,0
data/frames/frame_1764639759_00101.jpg,0
data/frames/frame_1764639759_00102.jpg,0
data/frames/frame_1764639759_00103.jpg,0
data/frames/frame_1764639760_00104.jpg,0
data/frames/frame_1764639760_00105.jpg,0
data/frames/frame_1764639760_00106.jpg,0
data/frames/frame_1764639760_00107.jpg,0
data/frames/frame_1764639760_00108.jpg,0
data/frames/frame_1764639761_00109.jpg,0
data/frames/frame_1764639761_00110.jpg,0
data/frames/frame_1764639761_00111.jpg,0
data/frames/frame_1764639761_00112.jpg,0
data/frames/frame_1764639761_00113.jpg,0
data/frames/frame_1764639762_00114.jpg,0
data/frames/frame_1764639762_00115.jpg,0
data/frames/frame_1764639762_00116.jpg,0
data/frames/frame_1764639762_00117.jpg,0
data/frames/frame_1764639762_00118.jpg,0
data/frames/frame_1764639763_00119.jpg,0
data/frames/frame_1764639763_00120.jpg,0
data/frames/frame_1764639763_00121.jpg,0
data/frames/frame_1764639763_00122.jpg,0
data/frames/frame_1764639763_00123.jpg,0
data/frames/frame_1764639764_00124.jpg,0
data/frames/frame_1764639764_00125.jpg,0
data/frames/frame_1764639764_00126.jpg,0
data/frames/frame_1764639764_00127.jpg,0
data/frames/frame_1764639764_00128.jpg,0
data/frames/frame_1764639765_00129.jpg,0
data/frames/frame_1764639765_00130.jpg,0
data/frames/frame_1764639765_00131.jpg,0
data/frames/frame_1764639765_00132.jpg,0
data/frames/frame_1764639765_00133.jpg,0
data/frames/frame_1764639766_00134.jpg,0
data/frames/frame_1764639766_00135.jpg,0
data/frames/frame_1764639766_00136.jpg,0
data/frames/frame_1764639766_00137.jpg,0
data/frames/frame_1764639766_00138.jpg,0
data/frames/frame_1764639766_00139.jpg,0
data/frames/frame_1764639767_00140.jpg,0
data/frames/frame_1764639767_00141.jpg,0
data/frames/frame_1764639767_00142.jpg,0
data/frames/frame_1764639767_00143.jpg,0
data/frames/frame_1764639768_00144.jpg,0
data/frames/frame_1764639768_00145.jpg,0
data/frames/frame_1764639768_00146.jpg,0
data/frames/frame_1764639768_00147.jpg,0
data/frames/frame_1764639769_00148.jpg,0
data/frames/frame_1764639769_00149.jpg,0
data/frames/frame_1764639769_00150.jpg,0
data/frames/frame_1764639769_00151.jpg,0
data/frames/frame_1764639769_00152.jpg,0
data/frames/frame_1764639770_00153.jpg,0
data/frames/frame_1764639770_00154.jpg,0
data/frames/frame_1764639770_00155.jpg,0
data/frames/frame_1764639770_00156.jpg,0
data/frames/frame_1764639771_00157.jpg,0
data/frames/frame_1764639771_00158.jpg,0
data/frames/frame_1764639771_00159.jpg,0
data/frames/frame_1764639771_00160.jpg,0
data/frames/frame_1764639771_00161.jpg,0
data/frames/frame_1764639771_00162.jpg,0
data/frames/frame_1764639772_00163.jpg,0
data/frames/frame_1764639772_00164.jpg,0
data/frames/frame_1764639772_00165.jpg,0
data/frames/frame_1764639772_00166.jpg,1
data/frames/frame_1764639772_00167.jpg,1
data/frames/frame_1764639773_00168.jpg,1
data/frames/frame_1764639773_00169.jpg,1
data/frames/frame_1764639773_00170.jpg,1
data/frames/frame_1764639773_00171.jpg,1
data/frames/frame_1764639773_00172.jpg,1
data/frames/frame_1764639774_00173.jpg,1
data/frames/frame_1764639774_00174.jpg,1
data/frames/frame_1764639774_00175.jpg,0
data/frames/frame_1764639774_00176.jpg,0
data/frames/frame_1764639774_00177.jpg,0
data/frames/frame_1764639775_00178.jpg,0
data/frames/frame_1764639775_00179.jpg,0
data/frames/frame_1764639775_00180.jpg,0
data/frames/frame_1764639775_00181.jpg,0
data/frames/frame_1764639775_00182.jpg,0
data/frames/frame_1764639776_00183.jpg,0
data/frames/frame_1764639776_00184.jpg,0
data/frames/frame_1764639776_00185.jpg,0
data/frames/frame_1764639776_00186.jpg,0
data/frames/frame_1764639776_00187.jpg,0
data/frames/frame_1764639777_00188.jpg,0
data/frames/frame_1764639777_00189.jpg,0
data/frames/frame_1764639777_00190.jpg,0
data/frames/frame_1764639777_00191.jpg,0
data/frames/frame_1764639777_00192.jpg,0
data/frames/frame_1764639778_00193.jpg,0
data/frames/frame_1764639778_00194.jpg,0
data/frames/frame_1764639778_00195.jpg,0
data/frames/frame_1764639778_00196.jpg,0
data/frames/frame_1764639778_00197.jpg,0
data/frames/frame_1764639779_00198.jpg,0
data/frames/frame_1764639779_00199.jpg,0
data/frames/frame_1764639779_00200.jpg,0
data/frames/frame_1764639779_00201.jpg,0
data/frames/frame_1764639779_00202.jpg,0
data/frames/frame_1764639780_00203.jpg,0
data/frames/frame_1764639780_00204.jpg,0
data/frames/frame_1764639780_00205.jpg,0
data/frames/frame_1764639780_00206.jpg,0
data/frames/frame_1764639780_00207.jpg,0
data/frames/frame_1764639781_00208.jpg,0
data/frames/frame_1764639781_00209.jpg,0
data/frames/frame_1764639781_00210.jpg,0
data/frames/frame_1764639781_00211.jpg,0
data/frames/frame_1764639781_00212.jpg,0
data/frames/frame_1764639781_00213.jpg,0
data/frames/frame_1764639782_00214.jpg,0
data/frames/frame_1764639782_00215.jpg,0
data/frames/frame_1764639782_00216.jpg,0
data/frames/frame_1764639782_00217.jpg,0
data/frames/frame_1764639782_00218.jpg,0
data/frames/frame_1764639783_00219.jpg,0
data/frames/frame_1764639783_00220.jpg,0
data/frames/frame_1764639783_00221.jpg,0
data/frames/frame_1764639783_00222.jpg,0
data/frames/frame_1764639783_00223.jpg,0
data/frames/frame_1764639784_00224.jpg,0
data/frames/frame_1764639784_00225.jpg,0
data/frames/frame_1764639784_00226.jpg,0
data/frames/frame_1764639784_00227.jpg,1
data/frames/frame_1764639784_00228.jpg,1
data/frames/frame_1764639785_00229.jpg,1
data/frames/frame_1764639785_00230.jpg,1
data/frames/frame_1764639785_00231.jpg,1
data/frames/frame_1764639785_00232.jpg,1
data/frames/frame_1764639785_00233.jpg,1
data/frames/frame_1764639786_00234.jpg,1
data/frames/frame_1764639786_00235.jpg,1
data/frames/frame_1764639786_00236.jpg,1
data/frames/frame_1764639786_00237.jpg,1
data/frames/frame_1764639786_00238.jpg,1
data/frames/frame_1764639787_00239.jpg,1
data/frames/frame_1764639787_00240.jpg,1
data/frames/frame_1764639787_00241.jpg,1
data/frames/frame_1764639787_00242.jpg,1
data/frames/frame_1764639787_00243.jpg,0
data/frames/frame_1764639788_00244.jpg,0
data/frames/frame_1764639788_00245.jpg,0
data/frames/frame_1764639788_00246.jpg,0
data/frames/frame_1764639788_00247.jpg,0
data/frames/frame_1764639788_00248.jpg,0
data/frames/frame_1764639789_00249.jpg,0
data/frames/frame_1764639789_00250.jpg,0
data/frames/frame_1764639789_00251.jpg,0
data/frames/frame_1764639789_00252.jpg,0
data/frames/frame_1764639789_00253.jpg,0
data/frames/frame_1764639790_00254.jpg,0
data/frames/frame_1764639790_00255.jpg,0
data/frames/frame_1764639790_00256.jpg,0
data/frames/frame_1764639790_00257.jpg,0
data/frames/frame_1764639790_00258.jpg,0
data/frames/frame_1764639791_00259.jpg,0
data/frames/frame_1764639791_00260.jpg,0
data/frames/frame_1764639791_00261.jpg,0
